id,sex,employment,marital,income,social3
200123,1,employed,1,71175,.50810558
200124,1,employed,1,27176,.81525886
200125,1,employed,1,9328,.1852988
200126,1,student,0,0,.78623062
200127,1,employed,1,5059,.40542346
200128,1,employed,1,8746,.51853538
200129,0,retired,1,51348,.027519306
200130,1,employed,1,40508,.68959832
200131,0,retired,1,3865,0
200132,1,employed,1,24489,.22903538
200133,1,employed,1,124825,.21297058
200134,1,student,0,14729,.076752089
200135,1,employed,1,6024,.65109283
200136,1,unemployed,1,0,.54705894
200137,1,employed,1,8423,.80402118
200138,0,employed,1,14655,.62071306
200139,0,unemployed,1,22459,.67159617
200140,0,employed,1,44635,.57528239
200141,1,employed,0,10016,.68546826
200142,0,unemployed,0,8084,.50386983
200143,1,student,0,0,.50776905
200144,0,student,0,10201,.33007216
200145,0,employed,1,4524,.092887074
200146,0,unemployed,0,0,.60882437
200147,1,employed,1,41472,.87314826
200148,1,employed,1,16794,.6898194
200149,0,employed,0,17268,.29407218
200150,0,employed,1,11370,0
200151,0,employed,1,181641,.6512118
200152,1,retired,1,4695,.32022196
200153,0,employed,1,10598,0
200154,0,employed,1,5529,.9050895
200155,0,employed,1,7985,.21077247
200156,1,employed,1,12469,.61127043
200157,1,student,0,15583,.49355698
200158,1,employed,0,7137,.52911836
200159,0,employed,1,8800,.15695688
200160,1,unemployed,1,15438,0
200161,1,employed,1,6994,.5156948
200162,1,employed,1,7629,.33824319
200163,0,student,0,0,.84328043
200164,1,unemployed,1,9394,.48187545
200165,1,employed,1,11535,.53459787
200166,1,employed,1,21466,0
200167,1,employed,1,67891,.53064197
200168,1,employed,1,54948,.9193514
200169,1,retired,1,17496,.36498937
200170,0,employed,0,6485,.68167442
200171,1,employed,1,11944,.58108968
200172,1,employed,1,7176,0
200173,1,retired,1,135702,0
200174,1,employed,1,132776,.52121502
200175,1,employed,1,10738,.61385709
200176,1,employed,1,12149,0
200177,1,employed,1,8058,.66568339
200178,0,retired,1,13802,0
200179,1,employed,1,7049,.2830275
200180,0,employed,1,6798,.60620791
200181,1,unemployed,1,7195,.47198841
200182,0,student,0,35188,.89201391
200183,1,employed,1,18025,0
200184,1,employed,1,21656,.84229773
200185,1,employed,1,8513,.268729
200186,0,employed,1,15443,.56660479
200187,1,employed,1,75768,0
200188,0,employed,1,5155,0
200189,0,employed,1,8607,.67608726
200190,0,employed,0,6831,.85705906
200191,1,retired,1,26966,0
200192,1,employed,1,9137,.58795786
200193,1,employed,1,7897,.82021827
200194,1,employed,0,13138,0
200195,1,employed,1,68724,.67013574
200196,1,employed,0,9764,.75591385
200197,1,employed,1,9436,.48633754
200198,0,unemployed,1,41997,.0093944985
200199,0,student,0,0,.99847513
200200,0,employed,1,5373,.69967383
200201,1,employed,1,7191,.37224567
200202,1,employed,1,11964,0
200203,1,employed,1,65641,.33392024
200204,1,employed,1,17698,0
200205,0,employed,1,38857,0
200206,1,employed,1,14656,.19875944
200207,1,student,0,4423,.798123
200208,1,student,0,8772,.14890401
200209,1,unemployed,1,0,.077848874
200210,1,student,0,0,.99921727
200211,1,employed,1,19868,0
200212,1,student,0,0,.96279192
200213,1,employed,1,13482,.59699249
200214,1,employed,0,9992,.44205815
200215,1,employed,1,8626,.56041163
200216,0,unemployed,1,0,.043945987
200217,0,employed,0,25142,.64649105
200218,0,retired,1,3533,0
200219,0,unemployed,1,11966,0
200220,1,employed,1,5420,.60776103
200221,1,employed,0,14650,.6572665
200222,1,unemployed,0,14807,0
200223,0,employed,1,15215,.2022415
200224,1,employed,1,5700,0
200225,1,employed,1,20167,.56626976
200226,0,student,0,0,.87007308
200227,1,employed,1,17958,0
200228,1,retired,0,3871,.2638576
200229,1,employed,1,16014,.82231563
200230,1,employed,0,46762,0
200231,1,employed,0,24677,.72437221
200232,0,retired,1,4009,.21577413
200233,1,employed,1,34064,0
200234,1,employed,1,15479,.53527826
200235,0,unemployed,1,13494,.31569529
200236,1,retired,0,14175,0
200237,0,employed,1,31023,.48628867
200238,1,employed,1,8637,0
200239,1,student,0,4460,.69621962
200240,1,employed,1,12366,.69511896
200241,0,unemployed,1,10500,.7009688
200242,0,employed,1,10946,0
200243,0,student,0,0,.72319853
200244,1,employed,1,12875,.84292501
200245,1,unemployed,1,0,.21347192
200246,1,employed,1,202797,.75609255
200247,1,employed,0,11725,.13063236
200248,1,employed,1,9326,.51246703
200249,0,student,0,0,.998694
200250,1,employed,1,7292,.21090816
200251,0,unemployed,1,0,.53439248
200252,0,retired,0,3317,0
200253,1,employed,1,9850,.80466557
200254,0,student,0,0,.84950632
200255,1,unemployed,1,0,.7183699
200256,1,unemployed,1,0,.033146661
200257,1,retired,1,6077,0
200258,1,employed,0,1000000,0
200259,1,employed,0,10131,.76105809
200260,1,employed,1,16349,0
200261,0,employed,1,29235,.87150675
200262,1,employed,1,21520,.82782614
200263,1,employed,0,62709,.30016708
200264,1,retired,1,2440,0
200265,0,employed,1,7320,.32387239
200266,1,employed,1,461710,.74282759
200267,1,employed,0,13427,0
200268,0,student,0,10234,.78249907
200269,1,employed,1,9716,.59418637
200270,0,student,0,0,.88160121
200271,1,unemployed,0,44072,.99908763
200272,1,employed,1,14747,.56567699
200273,0,employed,1,6497,.57022017
200274,0,employed,1,10166,.81003249
200275,0,employed,1,9663,.6691469
200276,1,employed,1,24406,.59051007
200277,1,employed,1,7518,.62741446
200278,1,retired,1,4532,.097583488
200279,1,employed,0,21112,.6136176
200280,1,employed,1,9711,.7136451
200281,0,employed,1,6161,.71147704
200282,1,employed,1,12531,.56713045
200283,1,employed,1,10766,.64600372
200284,1,employed,1,13488,.69878548
200285,1,student,0,12433,.74512017
200286,1,employed,1,19811,0
200287,0,unemployed,1,0,0
200288,1,employed,1,6801,.59512573
200289,1,student,0,0,.72064191
200290,1,student,0,0,.87006611
200291,1,employed,1,7546,.7657935
200292,0,employed,1,6745,.20739141
200293,1,employed,1,123329,.50857764
200294,1,employed,1,28253,.21541071
200295,0,student,0,0,.8888166
200296,1,retired,1,5926,.12135933
200297,0,unemployed,1,0,.48015666
200298,1,employed,1,13644,.50396663
200299,0,student,0,0,0
200300,1,employed,1,6157,.579081
200301,1,employed,1,34706,.94536281
200302,1,student,0,10534,.86242634
200303,1,employed,1,23225,.12839891
200304,1,employed,0,38104,0
200305,1,employed,0,26517,.69487399
200306,1,employed,1,7733,0
200307,1,employed,1,8689,.47184524
200308,1,employed,1,5316,.60683829
200309,1,student,0,0,.8757478
200310,0,unemployed,0,0,.37985197
200311,0,retired,1,2429,.22675554
200312,1,employed,1,15845,.73462105
200313,0,unemployed,0,0,.68853581
200314,1,unemployed,0,9541,.64422232
200315,1,unemployed,1,5407,0
200316,1,employed,1,12138,.98614222
200317,1,unemployed,0,0,.55271411
200318,0,employed,1,11959,0
200319,0,employed,1,4202,0
200320,1,employed,0,46866,.46131939
200321,1,student,0,0,.59396023
200322,1,employed,0,9485,.27108425
200323,0,unemployed,1,0,.26585296
200324,1,employed,1,107730,.88367057
200325,0,employed,1,49857,.60332489
200326,1,unemployed,1,0,0
200327,1,retired,0,11743,0
200328,1,employed,1,6049,.081632361
200329,1,employed,0,16340,.43235928
200330,0,retired,1,9377,.38896459
200331,1,employed,1,12679,.41924721
200332,1,employed,0,6785,.56424022
200333,0,employed,1,4563,0
200334,1,employed,1,10563,.57843721
200335,1,student,1,7545,.74962103
200336,1,unemployed,0,0,.21794897
200337,1,employed,0,172674,.71466255
200338,1,student,0,2665,.30455869
200339,1,employed,0,22721,.99531376
200340,0,employed,0,5484,.7437973
200341,0,employed,1,209237,.093470976
200342,1,employed,1,10012,.71371084
200343,1,employed,0,22672,.73377311
200344,1,student,0,6443,.82805669
200345,1,student,0,19762,.67697781
200346,1,student,0,0,.68072808
200347,0,student,0,0,0
200348,1,student,0,0,.31069621
200349,0,retired,0,6093,0
200350,1,employed,1,9441,.64271939
200351,1,employed,1,10118,.79690802
200352,1,employed,0,60286,0
200353,1,employed,1,11874,.52528578
200354,1,unemployed,1,0,0
200355,1,student,0,0,.97205073
200356,0,employed,0,67057,.36265248
200357,0,student,0,9643,.36244801
200358,1,employed,1,11804,.95537788
200359,1,employed,1,15979,.069571771
200360,1,employed,1,7236,.50391728
200361,0,unemployed,0,0,.53863531
200362,1,employed,1,17556,.050551224
200363,1,employed,1,6163,.52755028
200364,0,employed,0,7147,.12839401
200365,1,retired,1,3671,.20176056
200366,0,employed,1,8069,.077116415
200367,0,retired,1,2901,.09481506
200368,1,student,0,0,.5145483
200369,1,employed,0,42719,.63945335
200370,1,student,0,0,.94032151
200371,1,employed,1,12281,.50367218
200372,1,employed,1,12749,.15759553
200373,0,employed,1,4941,0
200374,1,unemployed,1,15017,.47422066
200375,1,unemployed,1,5807,.5288403
200376,1,employed,1,8455,0
200377,0,employed,1,7636,0
200378,1,employed,0,51423,.54429936
200379,1,employed,1,37357,.56795448
200380,1,employed,1,6733,.76090479
200381,0,unemployed,1,13124,.62158155
200382,1,employed,1,8084,.71845633
200383,1,student,0,0,.92426074
200384,1,employed,1,8367,.57208288
200385,1,retired,1,5308,.30066466
200386,1,employed,1,5903,0
200387,1,employed,1,102287,.60278863
200388,0,unemployed,1,0,.42725554
200389,1,retired,0,7844,.21972322
200390,1,unemployed,1,0,.13181229
200391,1,unemployed,1,0,.47262126
200392,1,employed,1,11985,.52240217
200393,0,employed,1,11351,.4260245
200394,1,employed,0,159334,.090751
200395,0,student,0,0,.61543602
200396,1,employed,1,15428,.088053294
200397,0,retired,0,30862,0
200398,1,employed,0,20209,.20293222
200399,1,employed,1,166919,.3786757
200400,0,employed,1,13301,.56190383
200401,0,student,0,0,.98513854
200402,1,employed,1,36231,.52828103
200403,1,retired,1,3492,.22359708
200404,1,unemployed,1,15385,.71350241
200405,1,employed,1,26490,.52836388
200406,1,employed,1,12099,0
200407,1,student,0,11874,.415416
200408,1,student,0,21780,.26336077
200409,1,employed,0,17076,.50355685
200410,1,student,0,21520,.97179925
200411,1,employed,1,52645,.5728088
200412,1,employed,0,24803,.92740214
200413,1,unemployed,1,0,0
200414,1,employed,0,6180,.28232199
200415,1,employed,1,13458,.79170233
200416,0,student,0,0,.84262502
200417,0,employed,1,22053,.45179492
200418,0,employed,1,5969,.10087758
200419,1,unemployed,0,0,0
200420,0,unemployed,1,0,0
200421,0,employed,0,112596,.54392821
200422,1,employed,1,10694,0
200423,0,employed,1,6894,.82131886
200424,1,employed,1,6350,.76490092
200425,0,unemployed,0,0,.56911457
200426,1,employed,0,10615,.90403497
200427,0,unemployed,1,26252,.56373721
200428,0,retired,1,10461,.21037157
200429,1,employed,1,64275,.42295077
200430,1,student,0,0,.16346954
200431,1,employed,1,5813,0
200432,1,unemployed,0,0,.17773513
200433,1,employed,1,11168,.45633262
200434,1,employed,1,66744,.76484382
200435,0,unemployed,1,0,.9956007
200436,1,retired,1,18229,0
200437,1,retired,1,9599,0
200438,1,employed,1,62102,0
200439,1,employed,1,11857,0
200440,1,employed,1,27693,0
200441,1,employed,1,6724,.83048189
200442,1,retired,1,10271,0
200443,1,student,0,0,.88003069
200444,1,employed,0,10213,.59134638
200445,0,student,0,31764,.92738664
200446,1,employed,0,13026,0
200447,1,employed,1,10859,.27469462
200448,1,employed,0,6494,.72910869
200449,0,unemployed,1,0,0
200450,1,retired,1,5031,.081808664
200451,0,unemployed,1,0,.027775921
200452,1,retired,0,5413,0
200453,0,employed,0,16432,.45574015
200454,1,employed,1,5238,.77528507
200455,0,retired,0,4908,.2061249
200456,1,retired,1,7422,.23387429
200457,1,employed,1,128066,.51630962
200458,1,employed,1,21606,0
200459,1,employed,1,8639,0
200460,0,employed,0,14008,.80199665
200461,0,student,0,0,.75833178
200462,0,employed,0,9320,.46388406
200463,0,retired,1,5440,0
200464,1,unemployed,1,0,.90569282
200465,1,retired,1,62705,.11352749
200466,1,employed,1,11643,.56927574
200467,1,employed,0,12287,.79886287
200468,1,employed,1,10243,0
200469,1,employed,1,13751,.53718555
200470,1,unemployed,1,0,0
200471,0,employed,1,24091,.23018813
200472,1,student,0,9670,.88524091
200473,1,retired,1,6938,.3391889
200474,1,employed,1,27761,.70794165
200475,1,employed,0,32940,.48174757
200476,1,employed,1,198631,0
200477,1,employed,1,11571,.53697509
200478,1,employed,0,10060,.77262318
200479,1,employed,1,27067,0
200480,1,student,0,0,.76653987
200481,0,unemployed,1,7042,.80577385
200482,1,employed,1,14494,.65901297
200483,1,student,0,0,.73067415
200484,1,employed,1,12454,.84514582
200485,1,employed,1,7554,.40528572
200486,1,employed,0,6998,.84497309
200487,1,employed,1,5782,.75866425
200488,1,student,1,0,.79536593
200489,0,employed,1,5157,.43852702
200490,0,employed,1,6719,.66101009
200491,0,employed,1,11656,.52625889
200492,0,employed,1,7422,.78552997
200493,1,employed,1,13259,.11033119
200494,1,employed,0,20409,.58849949
200495,1,employed,1,10263,.66397327
200496,0,unemployed,1,0,.17225373
200497,0,employed,1,46757,0
200498,1,employed,1,14098,.0021868998
200499,0,employed,1,8510,.63829654
200500,1,retired,1,5424,.30060512
200501,1,student,0,8770,.83596385
200502,1,employed,1,8293,0
200503,1,employed,1,7075,.24372935
200504,1,unemployed,1,10393,.62529135
200505,1,employed,0,7449,.28917077
200506,1,student,0,0,.091060653
200507,1,employed,0,13372,0
200508,1,employed,1,7049,.71226043
200509,1,employed,1,6960,.67145258
200510,1,employed,1,13647,0
200511,1,unemployed,1,6566,.53598815
200512,1,employed,1,49096,.67590022
200513,1,employed,1,5026,.6423797
200514,1,unemployed,0,6850,.62440777
200515,1,employed,0,8417,.090764828
200516,1,student,0,0,.62672204
200517,1,unemployed,1,29315,.72462559
200518,1,employed,1,49341,0
200519,1,employed,1,15556,0
200520,1,employed,1,16974,0
200521,0,unemployed,1,23986,0
200522,1,employed,1,10611,.54736042
200523,1,student,1,0,0
200524,1,employed,1,48174,.7788443
200525,1,employed,1,17259,0
200526,1,employed,0,20867,.40069497
200527,0,student,0,0,.73465228
200528,0,employed,0,7214,.82863015
200529,1,retired,1,25661,.021564607
200530,1,employed,1,37346,.30998096
200531,0,student,1,30922,.27755195
200532,0,employed,1,4426,.76212394
200533,0,student,0,0,0
200534,0,employed,0,6147,.097793162
200535,0,retired,1,5752,0
200536,1,employed,1,7399,.68358701
200537,0,employed,1,17388,.87100303
200538,1,employed,1,36479,.82482702
200539,1,employed,0,7003,.68078655
200540,1,employed,1,19557,.83665878
200541,1,employed,1,24290,.74286687
200542,1,employed,1,25759,.15263198
200543,1,student,0,0,.057156123
200544,1,employed,1,13052,.69151634
200545,1,employed,0,9467,0
200546,1,retired,0,4006,0
200547,1,employed,1,8475,.79721463
200548,1,employed,0,18178,.67216986
200549,1,unemployed,1,5616,.013477684
200550,1,employed,0,9195,.56355488
200551,0,employed,1,11449,0
200552,1,employed,1,199729,.71281606
200553,1,employed,0,39983,.74313724
200554,1,employed,0,13072,0
200555,1,unemployed,1,0,.17271975
200556,0,employed,1,13463,.60545027
200557,0,unemployed,1,11208,.67904872
200558,1,employed,1,10425,0
200559,1,employed,1,26025,.52180463
200560,1,employed,1,5720,.34898469
200561,0,employed,1,7972,.55026889
200562,1,employed,0,6935,.22603714
200563,1,employed,1,16108,0
200564,0,student,0,0,.89280576
200565,1,employed,1,6745,.55155414
200566,1,student,0,0,.98117983
200567,0,employed,1,5719,0
200568,1,employed,1,99635,.88711822
200569,1,employed,1,63090,.52538627
200570,1,student,0,15655,.092394374
200571,0,employed,1,7297,.86175042
200572,1,retired,0,4194,0
200573,0,retired,0,15007,0
200574,1,unemployed,1,0,0
200575,1,employed,0,20532,.80671626
200576,1,employed,1,9978,.41456088
200577,1,student,0,0,.88653761
200578,1,employed,1,6168,.94525677
200579,1,student,0,7686,.86335897
200580,1,employed,1,31925,.59845692
200581,1,employed,1,7834,.52736783
200582,1,employed,1,6756,0
200583,1,employed,1,15452,.053666465
200584,1,retired,1,7244,.3337546
200585,0,employed,1,21279,.60149843
200586,0,employed,1,13293,.57570726
200587,0,employed,1,5609,.82620943
200588,1,unemployed,1,0,.032232605
200589,1,employed,0,10276,.72645372
200590,1,student,0,0,.76903391
200591,1,unemployed,1,8263,.72399175
200592,0,student,0,0,0
200593,1,employed,1,17220,0
200594,1,employed,1,53823,.53728157
200595,1,retired,1,8906,0
200596,1,employed,0,6397,.6092279
200597,1,unemployed,1,0,.25859156
200598,0,unemployed,0,0,.098334707
200599,1,employed,0,9663,.64454573
200600,1,retired,1,6249,.34461495
200601,1,employed,1,7330,.029561654
200602,1,employed,1,13750,.62347078
200603,1,employed,1,348678,0
200604,1,employed,1,32989,.12749928
200605,1,employed,1,17588,.17841938
200606,0,student,0,0,.89179349
200607,1,employed,1,33304,.75847995
200608,1,employed,1,9314,.63285148
200609,1,employed,1,15234,.63220948
200610,1,student,0,3713,.87492967
200611,1,retired,0,7180,.20805719
200612,1,student,1,25574,.94771928
200613,1,employed,1,9575,.30886245
200614,1,employed,1,8437,.58101457
200615,1,employed,1,10016,0
200616,0,employed,1,11150,0
200617,0,student,0,23431,.46700156
200618,1,unemployed,0,50807,.87383378
200619,0,unemployed,1,17279,.56191748
200620,1,employed,1,118065,.5446806
200621,0,retired,0,6462,.12044331
200622,1,employed,1,31583,.62599587
200623,1,unemployed,1,10097,.12386633
200624,1,employed,1,8655,0
200625,1,retired,0,12027,.20753928
200626,1,student,0,5275,.88406795
200627,1,employed,1,7874,.74938142
200628,1,employed,1,76185,0
200629,1,employed,1,13709,.7387113
200630,1,employed,0,18323,.03573608
200631,1,employed,0,16623,.51189804
200632,1,employed,0,10032,.43106553
200633,1,employed,0,13309,.64674133
200634,1,employed,1,19716,.65223968
200635,1,employed,1,6137,.80034375
200636,0,unemployed,1,120434,.46224666
200637,0,retired,0,3149,.10327414
200638,0,employed,1,5515,.19139807
200639,1,employed,1,10406,.22198489
200640,1,unemployed,1,15523,0
200641,0,unemployed,1,10615,.81076175
200642,0,employed,1,12409,.44806269
200643,1,employed,1,20223,.75075132
200644,1,employed,1,5239,.5303973
200645,1,employed,0,32242,0
200646,0,employed,1,6191,.51883453
200647,0,unemployed,1,0,.50376582
200648,1,unemployed,0,10723,.46069732
200649,1,student,0,0,.10899147
200650,1,employed,1,155770,.80500638
200651,1,student,0,0,.9957698
200652,1,retired,0,4802,0
200653,1,unemployed,1,0,0
200654,0,employed,1,4470,0
200655,1,employed,1,45984,.71210533
200656,1,employed,1,10462,.55864364
200657,0,unemployed,0,59037,.32387599
200658,1,unemployed,1,0,.50654602
200659,0,retired,0,5759,.26327735
200660,1,employed,0,8941,.086246148
200661,1,employed,1,6364,.44444132
200662,1,student,0,0,.84355003
200663,1,employed,1,27079,.14228481
200664,1,employed,0,18431,.58260345
200665,1,employed,1,6016,.81723374
200666,1,employed,0,30710,.20832933
200667,1,employed,1,37488,.12306519
200668,1,employed,0,28862,.18536034
200669,1,employed,0,6900,0
200670,1,employed,1,9976,.61929882
200671,1,unemployed,1,0,.90326345
200672,1,employed,1,736995,.45160958
200673,1,employed,1,7755,.30276206
200674,1,employed,0,10961,.3575764
200675,1,retired,1,71661,0
200676,1,employed,0,227224,.39958531
200677,0,employed,1,53637,.85903865
200678,1,employed,0,47188,0
200679,1,employed,1,17688,.72618335
200680,1,unemployed,1,0,.4522841
200681,0,retired,0,6935,.20911507
200682,1,employed,1,18629,.8448723
200683,1,employed,1,183210,.16446765
200684,0,employed,1,4677,.69417208
200685,1,employed,1,8380,.76857442
200686,0,student,0,0,.90422213
200687,1,student,1,4343,.85527414
200688,1,student,0,0,.83860457
200689,1,retired,1,5434,.11675476
200690,0,unemployed,1,64694,.53843081
200691,0,retired,0,6712,.017277587
200692,1,employed,1,17734,0
200693,1,unemployed,1,10536,.51305223
200694,1,employed,1,10639,.51274616
200695,1,retired,0,19283,0
200696,1,retired,0,4981,0
200697,1,employed,1,20117,0
200698,1,employed,0,16866,.21042654
200699,1,unemployed,1,14732,.1132689
200700,1,employed,1,10940,.10905527
200701,1,employed,1,6513,.68831968
200702,1,employed,0,11122,.91784954
200703,0,student,1,0,.08061102
200704,1,employed,1,27255,.66507012
200705,1,student,0,0,.10333506
200706,1,employed,1,5092,0
200707,1,employed,1,21934,.85280901
200708,0,student,0,5937,.89531076
200709,1,employed,0,121667,.6404621
200710,1,employed,1,9876,.55075395
200711,1,employed,1,35645,.58639956
200712,0,unemployed,1,0,.3341502
200713,1,employed,1,6891,.50351071
200714,0,unemployed,1,6403,0
200715,1,retired,1,4645,.30598101
200716,1,retired,1,13897,0
200717,1,employed,1,13674,.58237314
200718,0,employed,1,26081,.70888191
200719,1,employed,0,6513,0
200720,1,retired,1,5520,.20122549
200721,0,student,0,0,.94491982
200722,1,unemployed,1,0,.68987
200723,1,employed,1,106214,.87917465
200724,1,retired,0,11421,.21537507
200725,1,student,0,30558,.052726857
200726,1,student,0,0,.37329504
200727,1,employed,1,33703,.47072956
200728,1,employed,1,10354,.5404641
200729,1,employed,0,8669,0
200730,1,employed,1,10558,0
200731,1,student,0,0,.62088895
200732,0,student,0,16853,.86035901
200733,0,employed,1,12138,.22912441
200734,1,employed,1,27654,.099000446
200735,0,employed,0,9769,.55521691
200736,1,student,0,9940,.97337902
200737,1,employed,1,6260,.69275743
200738,0,employed,1,5276,.28613904
200739,1,employed,1,17309,.68748301
200740,1,employed,1,7045,.51061451
200741,0,employed,1,11649,.51962447
200742,0,unemployed,0,10285,.71507674
200743,1,student,1,8483,.35472396
200744,1,employed,1,9209,.69822747
200745,0,employed,1,8075,.51933569
200746,1,employed,1,9320,.6305716
200747,1,retired,0,3510,.37643942
200748,0,employed,1,45133,.54981685
200749,1,retired,0,3200,.31473666
200750,1,employed,1,31286,.53444809
200751,1,employed,1,11363,.62889868
200752,1,unemployed,1,0,.90745986
200753,1,retired,1,7991,.31960228
200754,1,employed,1,72193,.65851253
200755,0,unemployed,1,0,.63442588
200756,1,employed,1,20308,.76042485
200757,0,employed,1,24429,.5120281
200758,1,employed,1,29686,.58015925
200759,1,employed,0,7349,.32500941
200760,1,student,0,0,.95082414
200761,1,retired,0,33637,.32885441
200762,1,unemployed,0,0,.27527693
200763,0,student,0,7213,.67896295
200764,1,retired,1,6555,0
200765,1,employed,1,5584,.72059882
200766,1,employed,1,24224,.078021102
200767,0,retired,0,3511,.28035545
200768,1,employed,0,6543,.7699551
200769,1,employed,1,15517,0
200770,1,employed,0,8735,.45588782
200771,1,retired,1,25277,0
200772,0,employed,1,6646,.94279587
200773,1,employed,0,33423,.81111884
200774,1,retired,0,26382,.21467872
200775,1,employed,1,11160,.17167929
200776,1,employed,1,13256,.37679961
200777,1,student,0,0,.76073611
200778,1,student,0,0,.96581453
200779,0,employed,1,314008,.91372842
200780,0,employed,0,38774,.86838019
200781,1,employed,1,8966,.47618076
200782,1,employed,0,23246,.29359406
200783,1,employed,1,31996,.3553198
200784,0,student,0,4748,.97217876
200785,1,student,0,3345,.93197405
200786,1,employed,1,15485,.50577343
200787,1,employed,1,12917,.80451483
200788,0,employed,1,11105,.40145752
200789,1,employed,0,10981,.75440204
200790,1,student,0,0,.26438117
200791,0,employed,0,6197,.083398886
200792,0,unemployed,1,7655,.63829911
200793,1,retired,0,3781,0
200794,1,employed,1,27641,0
200795,1,employed,1,6840,.19753116
200796,1,employed,1,19347,.24679054
200797,1,retired,0,4715,.25232965
200798,1,employed,1,22032,.63828021
200799,1,unemployed,1,0,.31604192
200800,1,retired,1,4004,.20405468
200801,0,employed,1,7427,.18670222
200802,1,employed,0,21585,.16786453
200803,0,student,1,7695,.21102323
200804,1,employed,1,11889,.097724535
